,case_number_id,country,empire,fatal,area,location,activity,injury,type_of_attack
3757,1960.06.27.b,NEW ZEALAND,UNITED KINGDOM,False,Cook Strait,Tory Channel,Shark fishing,Harpooned shark bit boat PROVOKED INCIDENT,Provoked
3759,1960.06.24,USA,UNITED KINGDOM,False,Florida,"2 miles east of Dania Beach, Broward County",Scuba diving,"No injury, shark harrassed diver & attempted to bite his swimfins",Unprovoked
3760,1960.06.07,USA,UNITED KINGDOM,False,California,"10 miles off Santa Barbara, Santa Barbara County","Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion","Legs & arms bitten, coroner unable to determine if injuries occurred before death.",Invalid
3761,1960.06.05,PHILIPPINES,SPAIN,True,Corregidor Island,,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water","FATAL, body not recovered",Unprovoked
3762,1960.06.04,USA,UNITED KINGDOM,False,Georgia,"North picnic area, Jekyll Island, Glynn County",Swimming,Lower left leg & foot bitten,Unprovoked
3763,1960.05.29,PANAMA,SPAIN,False,San Blas Islands,Off Diable Island,"Spearfishing, free diving, possibly ascended into path of cruising shark",Face lacerated,Unprovoked
3764,1960.05.24,BERMUDA,UNITED KINGDOM,False,Paget,Elbow Beach /  Coral Beach,Free diving but treading water at surface,Foot bitten,Unprovoked
3765,1960.05.19,USA,UNITED KINGDOM,False,California,"Aptos, Santa Cruz County",Swimming ,"Left leg bitten, surgically amputated below the knee",Unprovoked
3766,1960.05.16,USA,UNITED KINGDOM,False,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",,"No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT",Provoked
3767,1960.05.01,PAPUA NEW GUINEA,OTHER,True,Madang,Taludig,,FATAL,Unprovoked
3768,1960.04.30,SOUTH AFRICA,UNITED KINGDOM,False,KwaZulu-Natal,Amanzimtoti,Treading water,Multiple major injuries,Unprovoked
3769,1960.04.24,USA,UNITED KINGDOM,False,California,"Tomales Point, Marin County",Skindiving for abalone (but at surface),Foot & swim fin bitten ,Unprovoked
3770,1960.04.22,AUSTRALIA,UNITED KINGDOM,False,Western Australia,Rottnest Island,"Fishing, hauling in a set line",4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT,Provoked
3771,1960.04.20.R,SOUTH AFRICA,UNITED KINGDOM,False,Eastern Cape Province,Port Alfred,Fishing,Gaffed shark bit his ankle PROVOKED INCIDENT,Provoked
3772,1960.04.14,BERMUDA,UNITED KINGDOM,False,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Floating on a raft,"No injury, shark bumped raft",Invalid
3773,1960.04.12,AUSTRALIA,UNITED KINGDOM,False,New South Wales,"Horseshoe Bay, near Kempsey",Surfing,Right arm & side bruised,Unprovoked
3774,1960.04.10,AUSTRALIA,UNITED KINGDOM,False,Western Australia,Off Rottnest Island,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.","Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT",Provoked
3775,1960.04.03.b,AUSTRALIA,UNITED KINGDOM,False,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",Spearfishing,Minor cuts & bruises on face & neck,Unprovoked
3776,1960.04.03.a,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Off Broughton Island near Port Stephens,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into shark�s mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",Minor injuries to hand,Unprovoked
3777,1960.04.01,AUSTRALIA,UNITED KINGDOM,False,South Australia,Hog Bay,Shark fishing,Hooked shark bit stern  PROVOKED INCIDENT,Provoked
3778,1960.04.00.c,FIJI,UNITED KINGDOM,True,Vanua Levu,Off the Bua coast,Fishing in shoulder-deep water,"FATAL, legs bitten ",Unprovoked
3779,1960.04.00.b,PHILIPPINES,SPAIN,True,Luzon Island,Bataan,"Fishing, hooked shark towed boat out to sea, storm swamped boat","FATAL, due to drowning PROVOKED INCIDENT",Provoked
3780,1960.04.00.a,SOUTH AFRICA,UNITED KINGDOM,False,Western Cape Province,Saldanha Bay,Fishing,Shark rammed boat & bit transom,Boat
3781,1960.03.31,USA,UNITED KINGDOM,False,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",Treading water,"Ankle bitten, hand injured while striking shark",Unprovoked
3782,1960.03.28,GUAM,SPAIN,False,,,"Spearfishing, carrying fish on belt",Thigh bitten,Unprovoked
3783,1960.02.29,AUSTRALIA,UNITED KINGDOM,False,Tasmania,Ralph Bay,"Wading, fishing for flounder","No injury, Robertson knocked over & Hasler brushed by a shark",Unprovoked
3784,1960.02.27.b,NEW ZEALAND,UNITED KINGDOM,False,North Island,"Mangawhai, near Wellsford",Spearfishing,"No injury, leg bumped by shark's tail",Unprovoked
3785,1960.02.27.a,USA,UNITED KINGDOM,False,Hawaii,"Between Keawakapu & Makena, Maui",Spearfishing,Left forearm lacerated,Invalid
3786,1960.02.24,SENEGAL,FRANCE,False,Casamance,Ziguinchor,Fishing,Calf bitten by shark caught in net PROVOKED INCIDENT,Provoked
3787,1960.02.19,PAPUA NEW GUINEA,OTHER,True,Central Province,"Tupuselei Village, about 40 miles east of Port Moresby",Spearfishing,"FATAL, legs bitten ",Unprovoked
3788,1960.02.10.,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Near Bondi Beach,Shark fishing,No injury to occupants. Hooked shark rammed boat  PROVOKED INCIDENT,Provoked
3789,1960.02.07,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Wattamolla National Park,Spearfishing,"No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT",Provoked
3790,1960.02.03,USA,UNITED KINGDOM,True,Hawaii,Maui,S2F-1 airplane crashed immediately after carrier take-off,"Of crew of 4, only 1 person survived (broken legs but no shark bites). Within 20 minutes of his rescue large sharks were in area. No remains of other 3 crew recovered, and shark involvement in their deaths is questionable. ",Invalid
3791,1960.01.30,PAPUA NEW GUINEA,OTHER,False,Madang (WO),"Off Taludig Village, at mouth of the Murnass River",,"Lower left leg bitten, surgically amputated",Unprovoked
3793,1960.01.21,AUSTRALIA,UNITED KINGDOM,False,South Australia,Millicent,,"No injury to occupants, shark lifted boat",Boat
3794,1960.01.16,AUSTRALIA,UNITED KINGDOM,True,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",Free diving,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Unprovoked
3795,1960.01.13,AUSTRALIA,UNITED KINGDOM,False,Western Australia,Geraldton,"Fishing, lifting shark out of craypot",Upper leg bitten PROVOKED INCIDENT,Provoked
3796,1960.01.07,AUSTRALIA,UNITED KINGDOM,False,Tasmania,Eaglehawk Neck,Setting crayfish pots,"No injury to occupant, shark rammed boat",Boat
3797,1960.01.01,SOUTH AFRICA,UNITED KINGDOM,False,Western Cape Province,Muizenberg,"Standing, watching seine netters",Left leg bitten by shark that escaped net  PROVOKED INCIDENT,Provoked
3799,1960.00.00.i,GRENADA,UNITED KINGDOM,False,St. Georges ,Black Point Bay,Spearfishing,Toe bitten,Unprovoked
3801,1960.00.00.g,SRI LANKA,UNITED KINGDOM,False,Eastern  Province,Pigeon Island,Spearfishing,No injury,Unprovoked
3802,1960.00.00.f,SRI LANKA,UNITED KINGDOM,False,Eastern  Province,"Manayaweli Cove, Trincomalee",Collecting ornamental fish,"No injury, beat off shark with his collecting net",Unprovoked
3803,1960.00.00.e,FIJI,UNITED KINGDOM,False,Northwest of Viti Levu,"Covull Reef, near Lautoka",Spearfishing,"Right arm abraded, circular piece of tissue removed from left calf",Unprovoked
3804,1960.00.00.d,PAPUA NEW GUINEA,OTHER,True,Madang,,"Spear fishing, removing fish from spear","FATAL, foot severed, hip bitten",Unprovoked
3805,1960.00.00.c,PAPUA NEW GUINEA,OTHER,False,West New Britain Province,"West Nakanai,  Talasea",Fishing,Slight lacerations to leg,Unprovoked
3806,1960.00.00.b,MOZAMBIQUE,PORTUGAL,True,Gaza,Xai Xai,Swimming,FATAL,Unprovoked
3807,1960.00.00.a,SOUTH AFRICA,UNITED KINGDOM,False,Eastern Cape Province,Kei River Mouth,Wading,"Heel lacerated, hand lacerated & abraded",Unprovoked
3808,1959.12.29,AUSTRALIA,UNITED KINGDOM,False,Queensland,Scotts Point Beach ,Paddling,No injury to occupants,Boat
3809,1959.12.28,AUSTRALIA,UNITED KINGDOM,False,New South Wales,"Leichardt, Sydney",Fishing,No injury to occupants,Boat
3810,1959.12.26,PAPUA NEW GUINEA,OTHER,True,Rigo subdistrict,Kaparoka,Swimming underneath house on pilings,"FATAL, right leg severed",Unprovoked
3811,1959.12.19.b,AUSTRALIA,UNITED KINGDOM,True,Queensland,"Off Wynnum in Moreton Bay, near Brisbane",Dived from dinghy to retrieve oar in heavy seas,FATAL,Unprovoked
3812,1959.12.19.a,PHILIPPINES,SPAIN,True,Masbate,Balud,ship M.V. Rizal sank during typhoon,"65 people survived, 27 perished. Several people were bitten & one man lost his leg to a shark.",Sea Disaster
3813,1959.12.11,AUSTRALIA,UNITED KINGDOM,False,Victoria,"Altona, Melbourne","Spearfishing, Smith  & Walker touched shark with tip of their guns","Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT",Provoked
3814,1959.12.07,AUSTRALIA,UNITED KINGDOM,False,South Australia,Laura Bay,Spearfishing,"No injury, shark made threat display, one diver shot shark in jaw, then they killed shark with knives  ",Invalid
3815,1959.12.03,NEW ZEALAND,UNITED KINGDOM,False,North Island,Moko Hinau ,Fishing for snapper,"No injury to occupant, shark sank dinghy",Boat
3817,1959.11.29,AUSTRALIA,UNITED KINGDOM,False,Victoria,"Fairhaven Beach, Lorne",Body surfing,"Thighs bitten, right hand lacerated",Unprovoked
3818,1959.11.28,AUSTRALIA,UNITED KINGDOM,False,Queensland,"North Burleigh, near Brisbane",Standing in chest-deep water,Right foot lacerated,Unprovoked
3819,1959.11.22,AUSTRALIA,UNITED KINGDOM,False,Queensland,"Surfer's Paradise, Northcliffe",Trailing the field in a surf race,"Lower left leg bittten, hand abraded",Unprovoked
3820,1959.11.16,USA,UNITED KINGDOM,True,Louisiana,120 miles southeast of New Orleans,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,Body recovery efforts were hampered by large sharks but sharks did not cause the deaths. ,Invalid
3821,1959.11.15,SOUTH AFRICA,UNITED KINGDOM,False,Western Cape Province,"Swartklip, False Bay",Fishing for tunny,R. Roberts' leg was bruised when shark leapt into boat,Boat
3822,1959.11.12.R,AUSTRALIA,UNITED KINGDOM,False,South Australia,Near Port Vincent,Shark fishing,"No injury to occupant, hull bitten PROVOKED INCIDENT",Provoked
3823,1959.11.10,USA,UNITED KINGDOM,False,California,"Near Paradise Cove, Malibu, Los Angeles County",Swimming at surface through school of feeding 2.5' to 5� sharks,Forearm bitten,Unprovoked
3824,1959.11.09,AUSTRALIA,UNITED KINGDOM,False,Western Australia, Perth,"Spearfishing, shot shark, hauled it onto boat","No injury. Diver shot shark, then shark tore legs of his rubber suit, water poured in & swept out to sea by strong rip current PROVOKED INCIDENT",Provoked
3825,1959.11.01,PAPUA NEW GUINEA,OTHER,False,New Britain,"Rapindik Beach, Rabaul",Fishing,Both hands bitten while helping companion land speared shark PROVOKED INCIDENT,Provoked
3826,1959.10.07,MOZAMBIQUE,PORTUGAL,True,Maputo Province,"Xefina Island, Bay of Maputo",Swimming,"FATAL, died in Lourenco Marques Hospital",Unprovoked
3827,1959.10.05,PAPUA NEW GUINEA,OTHER,False,Madang,Taludig,,Thigh bitten,Unprovoked
3828,1959.10.04,USA,UNITED KINGDOM,False,California,"Bodega Rock, Sonoma County",Diving for abalone,"Ankle twisted, swim fin bitten",Unprovoked
3829,1959.10.02,FIJI,UNITED KINGDOM,True,Lomaiviti Province,"Levuka, Ovalau Island",Dived overboard to retrieve dinghy,"FATAL, body not recovered",Unprovoked
3830,1959.10.00,FIJI,UNITED KINGDOM,False,Kadavu,Great Astrolabe Reef,Spearfishing,forearm abraded,Unprovoked
3831,1959.09.30,PHILIPPINES,SPAIN,False,Leyte Island,Luang Dulag,Swimming ,"No details, survived",Unprovoked
3832,1959.09.27,BERMUDA,UNITED KINGDOM,True,Hamilton,Astwood's Cove,,"Murdered, body scavenged by sharks",Invalid
3833,1959.09.26.b,USA,UNITED KINGDOM,False,Florida,"Off Port Everglades, Broward County","Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore","During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",Sea Disaster
3835,1959.09.11,USA,UNITED KINGDOM,False,California,"Between False Klamath & mouth of Klamath River, Del Norte County",Pulling hooked salmon to boat,"No injury to occupant, shark struck stern of boat",Boat
3836,1959.09.10.R,INDIA,UNITED KINGDOM,True,Orissa,Machhagan,,"5 fatalities, 30 injured",Unprovoked
3837,1959.09.02,USA,UNITED KINGDOM,False,New York,"Oak Beach, Fire Inlet",On inflatable raft,No injury,Invalid
3838,1959.09.00,MEXICO,SPAIN,True,Guerrrero,Acapulco,,"FATAL, leg severed, other leg lacerated ",Unprovoked
3839,1959.08.31.R,PORTUGAL,PORTUGAL,False,,Sao Miguel,Fishing,No injury to occupants; shark bit rudder,Boat
3840,1959.08.30,AUSTRALIA,UNITED KINGDOM,False,Tasmania,,Swimming,No injury,Invalid
3841,1959.08.25,JAPAN,OTHER,False,Hokkaido Prefecture,"Okushiri Island, Hiyama Subprefecture",,Survived (no injury?),Invalid
3842,1959.08.20,PHILIPPINES,SPAIN,True,North Palawan,Cabuli Island,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning",Invalid
3843,1959.08.15.b,USA,UNITED KINGDOM,False,Florida,"Panama City, Bay County",Diving,No injury,Invalid
3844,1959.08.15.a,USA,UNITED KINGDOM,True,Florida,"Panama City, Bay County",Spearfishing on Scuba,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  ",Unprovoked
3845,1959.08.14.b,USA,UNITED KINGDOM,False,South Carolina,Charleston,Fishing,Laceration to forearm by boated shark PROVOKED INCIDENT,Provoked
3846,1959.08.14.a,PHILIPPINES,SPAIN,True,Queaon,Between Unisan & Angadanan Islands,Fishing boat capsized ,"10 of the 15 people perished, bodies of some who drowned  were scavenged by sharks",Sea Disaster
3847,1959.08.13,USA,UNITED KINGDOM,False,California,"LaJolla, San Diego County","Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ide�s speargun & he shot it in the mouth","No injury, PROVOKED INCIDENT",Provoked
3848,1959.08.12,CROATIA,OTHER,False,Istria,Pula,Fishing,Laceration to arm PROVOKED INCIDENT,Provoked
3849,1959.08.11,JAPAN,OTHER,True,Wakayama Prefecture,"Isonoura Beach, Wakayama City ",Swimming,"FATAL, left thigh bitten",Unprovoked
3850,1959.08.10,USA,UNITED KINGDOM,False,Georgia,"Savannah Beach, Savannah, Chatham County",Standing,"4"" cut on left foot ",Unprovoked
3851,1959.08.05,USA,UNITED KINGDOM,False,California,"Hermosa Beach, Los Angeles County",Wading,"No injury, no attack, the shark merely circled him.",Invalid
3852,1959.08.02,ITALY,OTHER,True,Tuscany,"Cala del Corvo, Isola del Giglio",Scuba diving,Probable drowing. Shark involvement unconfirmed,Invalid
3853,1959.07.30,USA,UNITED KINGDOM,False,California,"In kelp beds off La Jolla, San Diego County",Pulling anchor,"No injury to occupants, shark charged boat after being shot twice with pistol and speared PROVOKED INCIDENT",Provoked
3854,1959.07.28,USA,UNITED KINGDOM,False,California,"Alligator Head, La Jolla, San Diego County",Spearfishing (but on surface),"14 punctures on right thigh, swim trunks torn",Unprovoked
3855,1959.07.25.b,JAPAN,OTHER,True,Okayama Prefecture,Ushimado,,"FATAL, right thigh bitten  ",Unprovoked
3856,1959.07.25.a,USA,UNITED KINGDOM,False,California,"Mission Beach, San Diego County",,No injury to occupant,Boat
3857,1959.07.23.b,USA,UNITED KINGDOM,False,California,"Off La Jolla Cove, San Diego County",Fishing,"No injury to occupant, shark rammed boat",Boat
3858,1959.07.23.a,USA,UNITED KINGDOM,False,California,"Venice Beach, Los Angeles County",Dragging stranded shark ashore,"Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT",Provoked
3860,1959.07.02,USA,UNITED KINGDOM,False,Florida,"Delray Beach, Palm Beach County",Free diving,Arm bitten when he grabbed shark�s tail  PROVOKED INCIDENT,Provoked
3862,1959.07.00.a,MEXICO,SPAIN,True,Quintana Roo,Chinchorro Banks,Wading,"FATAL, legs bitten ",Unprovoked
3863,1959.06.26.R,TURKEY,OTHER,False,Mersin Province,Off Mezitli,,Leg injured,Unprovoked
3864,1959.06.14.b,MEXICO,SPAIN,True,Guyamas,San Pedro Nolasco Island,Swimming ashore from capsized boat,FATAL,Unprovoked
3865,1959.06.14.a,USA,UNITED KINGDOM,True,California,"La Jolla, San Diego County",Free diving for abalone,"FATAL, body not recovered",Unprovoked
3866,1959.06.13,USA,UNITED KINGDOM,True,California,"Dillon Beach, Marin County",Swimming ,"Disappeared after diving in �deep hole�, body not recovered, �presumed taken by a shark� ",Invalid
3867,1959.05.30,SOUTH AFRICA,UNITED KINGDOM,False,Eastern Cape Province,"Bird Island, Algoa Bay",Spearfishing,"No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT",Provoked
3868,1959.05.16,USA,UNITED KINGDOM,False,Florida,"Indian Rocks Beach, Clearwater, Pinellas County",,Minor injuries,Unprovoked
3869,1959.05.07,USA,UNITED KINGDOM,True,California,"Baker Beach, San Francisco County",Treading water,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",Unprovoked
3870,1959.05.03,USA,UNITED KINGDOM,False,Florida,"Panama City, Bay County",Spearfishing,Lacerated hip & hands,Unprovoked
3872,1959.04.27,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Maroubra Bay,Spearfishing,Thigh lacerated,Invalid
3873,1959.04.11,AUSTRALIA,UNITED KINGDOM,False,Torres Strait,"Coconut Island , 100 miles east of Thursday Island",Diving for pearl shell,Left hand lacerated when he tried to ward off shark,Unprovoked
3874,1959.04.09.b,USA,UNITED KINGDOM,False,Hawaii,"Hilo, off Kaua'i",Fishing,Survived,Unprovoked
3875,1959.04.09..a,SOUTH AFRICA,UNITED KINGDOM,False,Eastern Cape Province,Port Elizabeth ,Fishing,2 toes bitten off ,Unprovoked
3876,1959.04.05,AUSTRALIA,UNITED KINGDOM,False,New South Wales,Thirroul,Spearfishing,Swim fin bitten,Unprovoked
3877,1959.03.29,USA,UNITED KINGDOM,False,Florida,"Vaca Cut Channel & bridge under Marathon, Monroe County",Swimming,"Bumped, then knee bitten",Unprovoked
3878,1959.03.08,PHILIPPINES,SPAIN,True,Mindanao,"Mouth of Langoyan River, Davao City",Lifeboat capsized,"FATAL, body not recovered",Unprovoked
3879,1959.03.00,USA,UNITED KINGDOM,False,Florida,Miami,"On boat, preparing to dive",Boat followed shark; shark holed boat,Boat
3880,1959.02.28,AUSTRALIA,UNITED KINGDOM,False,Victoria,Port Phillip Bay,Fishing for snapper,"No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side",Boat
